1	83
1	113
1	117
1	182
1	194
1	197
1	199
2	34
2	169
2	173
2	180
2	181
2	193
2	198
3	130
3	150
3	154
3	168
3	172
3	184
3	192
4	143
4	162
4	182
4	190
4	193
4	195
4	200
5	103
5	143
5	162
5	168
5	184
5	187
5	192
6	77
6	119
6	142
6	152
6	189
6	197
6	199
7	63
7	72
7	182
7	186
7	194
7	196
7	200
8	118
8	135
8	144
8	146
8	153
8	183
8	198
9	95
9	116
9	120
9	163
9	176
9	180
9	185
10	106
10	133
10	135
10	139
10	177
10	179
10	196
11	101
11	130
11	135
11	139
11	172
11	179
11	188
12	62
12	97
12	107
12	169
12	189
12	197
12	199
13	79
13	136
13	152
13	168
13	185
13	197
13	199
14	45
14	61
14	122
14	131
14	132
14	151
14	187
15	106
15	178
15	182
15	186
15	194
15	195
15	196
16	24
16	103
16	116
16	135
16	140
16	159
16	180
17	136
17	141
17	162
17	167
17	189
17	194
17	198
18	63
18	114
18	166
18	169
18	189
18	196
18	198
19	32
19	57
19	68
19	101
19	166
19	177
19	179
20	34
20	73
20	97
20	108
20	109
20	127
20	199
21	64
21	112
21	136
21	142
21	166
21	185
21	198
22	68
22	153
22	165
22	168
22	191
22	194
22	200
23	148
23	154
23	160
23	161
23	183
23	187
23	192
24	16
24	44
24	174
24	191
24	195
24	196
24	200
25	136
25	171
25	180
25	186
25	191
25	195
25	200
26	130
26	141
26	162
26	164
26	167
26	183
26	192
27	60
27	158
27	159
27	167
27	176
27	180
27	190
28	55
28	145
28	173
28	178
28	183
28	195
28	200
29	102
29	136
29	144
29	164
29	169
29	188
29	190
30	47
30	68
30	172
30	177
30	179
30	187
30	189
31	77
31	172
31	190
31	191
31	193
31	196
31	200
32	19
32	77
32	111
32	124
32	142
32	199
32	200
33	72
33	110
33	120
33	135
33	137
33	148
33	198
34	2
34	20
34	128
34	130
34	183
34	189
34	192
35	78
35	109
35	125
35	157
35	164
35	173
35	185
35	198
36	58
36	73
36	109
36	191
36	196
36	197
36	198
36	199
37	53
37	150
37	186
37	190
37	193
37	195
37	196
37	200
38	96
38	100
38	101
38	125
38	161
38	172
38	177
38	179
39	51
39	99
39	114
39	126
39	132
39	146
39	158
39	189
40	45
40	66
40	76
40	126
40	146
40	162
40	187
40	188
41	44
41	63
41	131
41	160
41	169
41	170
41	175
41	192
42	67
42	120
42	140
42	159
42	167
42	174
42	176
42	180
43	92
43	110
43	157
43	159
43	167
43	176
43	180
43	199
44	24
44	41
44	121
44	123
44	158
44	168
44	184
44	187
45	14
45	40
45	80
45	97
45	134
45	143
45	160
45	175
46	64
46	90
46	121
46	140
46	167
46	176
46	180
46	189
47	30
47	89
47	106
47	139
47	147
47	172
47	179
47	197
48	76
48	80
48	90
48	143
48	161
48	168
48	187
48	192
49	75
49	83
49	147
49	155
49	156
49	194
49	195
49	200
50	154
50	155
50	160
50	168
50	171
50	184
50	192
50	197
51	39
51	86
51	104
51	145
51	159
51	169
51	183
51	196
52	141
52	165
52	179
52	186
52	190
52	195
52	196
52	200
53	37
53	91
53	96
53	106
53	124
53	138
53	139
53	172
53	177
54	115
54	126
54	129
54	140
54	151
54	159
54	167
54	174
54	180
55	28
55	60
55	86
55	108
55	144
