1	1 
2	1 
3	6 
4	6 
5	4 
6	2 
7	4 
8	4 
9	1 
10	4 
11	1 
12	1 
13	6 
14	6 
15	5 
16	3 
17	1 
18	4 
19	3 
20	5 
21	1 
22	5 
23	3 
24	1 
25	5 
26	1 
27	5 
28	5 
29	4 
30	5 
31	1 
32	4 
33	4 
34	2 
35	2 
36	1 
37	1 
38	2 
39	4 
40	5 
41	3 
42	1 
43	2 
44	5 
45	3 
46	2 
47	6 
48	2 
49	1 
50	2 
51	1 
52	2 
53	5 
54	1 
55	1 
56	3 
57	5 
58	2 
59	4 
60	3 
61	3 
62	3 
63	5 
64	4 
65	6 
66	3 
67	6 
68	3 
69	3 
70	2 
71	6 
72	4 
73	2 
74	2 
75	5 
76	6 
77	1 
78	3 
79	6 
80	1 
81	3 
82	2 
83	6 
84	3 
85	5 
86	4 
87	4 
88	5 
89	1 
90	6 
91	4 
92	1 
93	6 
94	5 
95	1 
96	6 
97	3 
98	3 
99	1 
100	4 
101	4 
102	2 
103	4 
104	4 
105	6 
106	3 
107	1 
108	1 
109	2 
110	6 
111	3 
112	4 
113	1 
114	4 
115	4 
116	4 
117	4 
118	3 
119	1 
120	5 
121	2 
122	4 
123	2 
124	1 
125	2 
126	1 
127	2 
128	6 
129	1 
130	5 
131	2 
132	4 
133	2 
134	3 
135	5 
136	4 
137	6 
138	2 
139	1 
140	6 
141	3 
142	3 
143	2 
144	2 
145	3 
146	3 
147	3 
148	5 
149	4 
150	4 
151	3 
152	5 
153	5 
154	6 
155	1 
156	1 
157	1 
158	3 
159	2 
160	5 
161	5 
162	6 
163	4 
164	1 
165	2 
166	6 
167	4 
168	5 
169	2 
170	1 
171	5 
172	6 
173	4 
174	1 
175	3 
176	6 
177	3 
178	3 
179	1 
180	6 
181	1 
182	2 
183	1 
184	6 
185	2 
186	5 
187	1 
188	6 
189	6 
190	6 
191	6 
192	2 
193	2 
194	1 
195	2 
196	4 
197	2 
198	2 
199	2 
200	2 
