degree distribution (probability density function of the degree in logarithmic bins) 
7.43726	0.172924
9.54438	0.0912852
11.45	0.0532485
13.887	0.0419215
16.9143	0.0209628
20.6889	0.0221415
24.8947	0.01152
30.2333	0.00498094
37	0.00654703
46.1053	0.00425794

degree distribution (degree-occurrences) 
7	0.148
8	0.115
9	0.077
10	0.092
11	0.066
12	0.054
13	0.046
14	0.036
15	0.033
16	0.025
17	0.026
18	0.019
19	0.017
20	0.023
21	0.021
22	0.029
23	0.012
24	0.013
25	0.01
26	0.013
27	0.009
28	0.005
29	0.007
30	0.006
31	0.004
32	0.004
33	0.004
34	0.011
35	0.009
36	0.004
37	0.003
38	0.003
39	0.007
40	0.006
41	0.005
42	0.002
43	0.006
44	0.004
45	0.004
46	0.007
47	0.002
48	0.003
49	0.006
50	0.004


--------------------------------------
community distribution (size-occurrences)
39	0.111111
93	0.111111
94	0.111111
109	0.222222
119	0.111111
136	0.111111
145	0.111111
156	0.111111


--------------------------------------
mixing parameter
0.142857	0.002
0.2	0.001
0.222222	0.016
0.230769	0.006
0.25	0.095
0.266147	0.027
0.282387	0.267
0.297797	0.202
0.308086	0.124
0.318169	0.042
0.333333	0.119
0.356303	0.015
0.363636	0.021
0.375	0.052
0.427489	0.011

--------------------------------------
