0	1
0	2
0	3
0	4
0	5
0	65
0	66
0	68
0	69
1	0
1	4
1	2
1	65
1	66
1	72
1	36
1	3
1	5
1	10
1	54
1	68
1	69
1	73
1	74
1	75
1	82
10	9
10	34
10	12
10	11
10	7
10	6
10	13
10	44
10	45
10	38
10	2
10	66
10	36
10	1
10	35
10	24
10	68
10	48
10	56
10	152
10	37
10	39
10	91
10	296
100	20
100	19
100	23
100	24
100	26
100	21
100	22
100	28
100	48
100	30
100	39
100	38
100	25
100	27
100	101
101	100
101	24
101	30
101	28
101	103
101	165
101	26
102	25
102	22
102	29
102	31
102	130
102	21
102	128
102	27
102	94
102	89
102	202
103	24
103	30
103	28
103	101
103	26
103	165
104	24
104	105
104	48
104	30
104	106
104	28
104	26
105	24
105	106
105	48
105	104
106	24
106	105
106	48
106	104
107	24
107	33
107	59
108	24
108	153
108	81
108	88
108	109
108	79
108	96
108	33
108	80
108	192
109	24
109	153
109	108
109	81
109	88
109	79
109	96
109	33
11	9
11	34
11	10
11	2
11	36
11	12
11	6
11	13
11	35
11	97
11	124
11	37
110	111
111	110
112	22
112	29
112	94
112	31
112	200
112	129
112	89
112	27
112	21
112	128
113	114
113	47
114	113
114	137
114	156
114	47
114	83
114	46
114	38
114	50
114	186
115	97
115	98
115	226
115	242
115	118
115	117
116	97
116	98
116	164
116	191
117	97
117	131
117	98
117	164
117	183
117	118
117	8
117	119
117	115
118	97
118	98
118	178
118	183
118	228
118	214
118	204
118	245
118	8
118	119
118	180
118	247
118	115
118	205
118	248
118	117
118	258
118	264
118	203
118	215
119	97
119	98
119	183
119	8
119	118
119	247
119	117
12	9
12	34
12	10
12	38
12	2
12	36
12	11
12	35
12	45
12	56
12	13
12	91
120	97
120	98
120	201
120	163
121	99
121	122
121	124
121	138
121	125
121	126
121	243
122	121
122	126
122	99
122	243
123	83
123	46
123	47
123	50
124	125
124	99
124	126
124	121
124	35
124	127
124	11
125	124
125	121
125	99
125	126
126	124
126	127
126	99
126	121
126	122
126	125
126	243
126	134
127	124
127	99
127	134
127	171
127	133
127	136
127	170
127	135
127	141
127	197
127	126
127	198
127	142
127	143
127	299
128	31
128	29
128	89
128	166
128	167
128	195
128	112
128	27
128	94
128	202
128	279
128	285
128	102
128	280
129	31
129	29
129	89
129	112
129	200
129	94
13	9
13	34
13	10
13	11
13	35
13	37
13	12
130	31
130	29
130	94
130	102
131	117
131	132
131	98
132	131
132	246
133	99
133	134
133	135
133	136
133	170
133	127
133	171
134	133
134	140
134	170
134	135
134	99
134	196
134	127
134	199
134	141
134	142
134	143
134	171
134	136
134	126
134	253
134	254
134	255
134	290
134	299
135	133
135	170
135	134
135	99
135	127
135	141
135	171
135	136
136	133
136	127
136	171
136	99
136	134
136	135
136	197
136	198
137	47
137	114
137	83
137	46
137	50
138	139
138	121
139	138
14	15
14	16
14	17
14	18
14	60
14	65
14	66
14	70
14	95
14	68
140	141
140	142
140	143
140	134
140	199
141	140
141	170
141	127
141	199
141	134
141	99
141	142
141	143
141	135
141	171
141	290
142	140
142	170
142	127
142	199
142	141
142	134
142	99
142	143
142	290
143	140
143	170
143	127
143	199
143	141
143	142
143	134
143	99
143	290
144	145
144	146
144	147
144	148
144	149
144	172
144	174
144	173
144	221
145	144
145	172
145	174
145	96
145	146
145	193
145	147
145	7
145	149
145	194
145	173
145	221
145	148
145	57
145	82
146	144
146	147
146	149
146	172
146	174
146	145
146	173
146	221
146	148
147	144
147	158
147	149
147	146
147	172
147	174
147	145
147	159
147	160
147	7
147	8
147	173
147	175
147	184
147	161
147	252
147	57
147	73
147	258
147	162
147	82
148	144
148	174
148	173
148	221
148	145
148	96
148	193
148	146
148	57
149	144
149	158
149	147
149	159
149	160
149	161
149	162
149	146
149	172
149	174
149	145
149	173
149	175
149	57
15	14
15	18
15	60
15	16
15	65
15	67
15	71
15	66
15	70
15	95
15	17
15	68
15	268
15	269
15	288
150	38
150	39
150	2
150	49
150	44
150	48
150	151
150	24
150	152
150	36
150	28
151	150
151	39
151	38
151	49
151	44
151	2
151	48
151	24
151	152
151	28
151	36
152	150
152	151
152	38
152	2
152	36
152	39
152	49
152	10
152	48
152	24
152	185
153	108
153	81
153	109
153	88
153	79
153	96
154	155
154	156
154	157
155	154
155	157
155	156
156	154
156	155
156	114
157	154
157	155
157	96
157	88
158	147
158	159
158	160
158	149
158	172
158	175
159	158
159	149
159	172
159	160
159	147
159	175
159	161
159	57
159	162
16	14
16	18
16	60
16	15
16	65
16	70
160	158
160	149
160	172
160	159
160	147
160	175
160	161
160	252
160	57
160	162
161	149
161	172
161	175
161	147
161	162
161	160
161	159
161	7
161	252
161	57
161	258
161	82
162	149
162	172
162	175
162	184
162	161
162	252
162	57
162	147
162	160
162	159
162	7
162	82
163	98
163	201
163	120
164	97
164	98
164	116
164	117
164	191
164	251
165	30
165	101
165	26
165	103
165	28
166	29
166	128
166	167
166	195
166	202
166	285
166	280
167	29
167	128
167	166
167	202
167	285
167	280
168	169
169	168
17	14
17	95
17	15
17	68
170	134
170	99
170	135
170	171
170	133
170	141
170	142
170	143
170	127
170	299
171	170
171	127
171	141
171	99
171	134
171	133
171	136
171	135
171	299
172	147
172	149
172	173
172	144
172	159
172	174
172	145
172	146
172	175
172	57
172	160
172	161
172	176
172	158
172	177
172	162
173	172
173	174
173	144
173	145
173	146
173	147
173	148
173	149
173	96
173	221
174	172
174	173
174	144
174	145
174	146
174	147
174	148
174	149
174	221
175	172
175	147
175	149
175	159
175	158
175	160
175	57
175	161
175	162
176	172
176	177
177	172
177	176
178	8
178	118
178	7
178	6
178	179
178	180
178	181
178	182
178	183
178	184
178	245
179	178
179	57
179	7
179	184
179	240
179	82
18	14
18	16
18	15
18	60
18	65
180	178
180	245
180	118
181	178
181	182
182	178
182	181
183	178
183	118
183	8
183	98
183	117
183	97
183	203
183	204
183	119
183	205
183	228
183	248
183	258
183	264
183	298
184	178
184	239
184	240
184	241
184	7
184	244
184	147
184	162
184	57
184	179
184	82
185	152
185	38
185	2
186	114
187	188
187	189
187	190
187	266
187	292
188	187
189	187
189	292
19	20
19	21
19	22
19	23
19	24
19	25
19	26
19	27
19	28
19	29
19	30
19	31
19	32
19	33
19	64
19	100
190	187
190	292
191	164
191	97
191	116
191	98
192	79
192	81
192	108
193	145
193	221
193	148
193	57
193	82
193	194
193	96
194	145
194	57
194	82
194	257
194	7
194	193
194	289
194	297
195	128
195	166
195	202
195	285
195	280
196	134
196	253
196	254
196	255
197	127
197	136
197	99
198	127
198	136
198	99
199	142
199	143
199	134
199	141
199	99
199	140
2	0
2	34
2	38
2	36
2	10
2	1
2	12
2	39
2	9
2	54
2	45
2	3
2	11
2	48
2	49
2	4
2	55
2	5
2	44
2	28
2	56
2	57
2	65
2	66
2	72
2	35
2	24
2	68
2	150
2	69
2	151
2	152
2	185
2	26
2	73
2	258
2	261
2	74
2	75
2	82
20	19
20	21
20	22
20	24
20	23
20	27
20	25
20	26
